"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.46,5,1,"Single upper tail","Moderate/high penalty","[-1.33, ∞)",-10,10,-112.8605,1e-04
0.46,6,1,"Single upper tail","Moderate/high penalty","[-1.37, ∞)",-10,10,-112.8604,2e-04
0.46,7,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-112.8604,2e-04
0.46,8,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-112.8604,2e-04
0.46,9,1,"Single upper tail","Moderate/high penalty","[-1.43, ∞)",-10,10,-112.8604,3e-04
0.46,10,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-112.8604,3e-04
0.46,11,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-112.8604,3e-04
0.46,12,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-112.8604,3e-04
0.46,13,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-112.8604,4e-04
0.46,14,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-112.8604,4e-04
0.46,15,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-112.8604,4e-04
0.46,16,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-112.8604,5e-04
0.46,17,1,"Single upper tail","Moderate/high penalty","[-1.49, ∞)",-10,10,-112.8604,5e-04
0.46,18,1,"Single upper tail","Moderate/high penalty","[-1.49, ∞)",-10,10,-112.8604,5e-04
0.46,19,1,"Single upper tail","Moderate/high penalty","[-1.49, ∞)",-10,10,-112.8604,5e-04
0.46,20,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,6e-04
0.46,21,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,6e-04
0.46,22,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,6e-04
0.46,23,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,7e-04
0.46,24,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,7e-04
0.46,25,1,"Single upper tail","Moderate/high penalty","[-1.50, ∞)",-10,10,-112.8604,7e-04
0.46,26,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,7e-04
0.46,27,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,8e-04
0.46,28,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,8e-04
0.46,29,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,8e-04
0.46,30,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,9e-04
0.46,31,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,9e-04
0.46,32,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,9e-04
0.46,33,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,9e-04
0.46,34,1,"Single upper tail","Moderate/high penalty","[-1.51, ∞)",-10,10,-112.8604,0.001
0.46,35,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.001
0.46,36,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.001
0.46,37,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0011
0.46,38,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0011
0.46,39,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0011
0.46,40,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0011
0.46,41,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0012
0.46,42,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0012
0.46,43,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0012
0.46,44,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0013
0.46,45,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0013
0.46,46,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0013
0.46,47,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0013
0.46,48,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0014
0.46,49,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0014
0.46,50,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0014
0.46,51,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0015
0.46,52,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0015
0.46,53,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0015
0.46,54,1,"Single upper tail","Moderate/high penalty","[-1.52, ∞)",-10,10,-112.8604,0.0015
0.46,55,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0016
0.46,56,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0016
0.46,57,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0016
0.46,58,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0017
0.46,59,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0017
0.46,60,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0017
0.46,61,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0017
0.46,62,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0018
0.46,63,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0018
0.46,64,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0018
0.46,65,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0019
0.46,66,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0019
0.46,67,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0019
0.46,68,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0019
0.46,69,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.002
0.46,70,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.002
0.46,71,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.002
0.46,72,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0021
0.46,73,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0021
0.46,74,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0021
0.46,75,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0021
0.46,76,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0022
0.46,77,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0022
0.46,78,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0022
0.46,79,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0023
0.46,80,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0023
0.46,81,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0023
0.46,82,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0024
0.46,83,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0024
0.46,84,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0024
0.46,85,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0024
0.46,86,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0025
0.46,87,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0025
0.46,88,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0025
0.46,89,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0026
0.46,90,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0026
0.46,91,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0026
0.46,92,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0026
0.46,93,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0027
0.46,94,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0027
0.46,95,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0027
0.46,96,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0028
0.46,97,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0028
0.46,98,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0028
0.46,99,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0028
0.46,100,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0029
0.46,101,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0029
0.46,102,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0029
0.46,103,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.003
0.46,104,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.003
0.46,105,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.003
0.46,106,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.003
0.46,107,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0031
0.46,108,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0031
0.46,109,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0031
0.46,110,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0032
0.46,111,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0032
0.46,112,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0032
0.46,113,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0032
0.46,114,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0033
0.46,115,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0033
0.46,116,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0033
0.46,117,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0034
0.46,118,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0034
0.46,119,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0034
0.46,120,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0034
0.46,121,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0035
0.46,122,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0035
0.46,123,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0035
0.46,124,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0036
0.46,125,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0036
0.46,126,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0036
0.46,127,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0036
0.46,128,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0037
0.46,129,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0037
0.46,130,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0037
0.46,131,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0038
0.46,132,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0038
0.46,133,1,"Single upper tail","Moderate/high penalty","[-1.53, ∞)",-10,10,-112.8604,0.0038
0.46,134,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0038
0.46,135,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0039
0.46,136,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0039
0.46,137,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0039
0.46,138,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.004
0.46,139,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.004
0.46,140,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.004
0.46,141,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.004
0.46,142,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0041
0.46,143,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0041
0.46,144,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0041
0.46,145,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0042
0.46,146,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0042
0.46,147,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0042
0.46,148,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0042
0.46,149,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0043
0.46,150,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0043
0.46,151,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0043
0.46,152,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0044
0.46,153,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0044
0.46,154,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0044
0.46,155,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0044
0.46,156,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0045
0.46,157,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0045
0.46,158,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0045
0.46,159,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0046
0.46,160,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0046
0.46,161,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0046
0.46,162,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0046
0.46,163,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0047
0.46,164,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0047
0.46,165,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0047
0.46,166,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0048
0.46,167,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0048
0.46,168,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0048
0.46,169,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0048
0.46,170,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0049
0.46,171,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0049
0.46,172,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0049
0.46,173,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.005
0.46,174,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.005
0.46,175,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.005
0.46,176,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.005
0.46,177,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0051
0.46,178,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0051
0.46,179,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0051
0.46,180,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0052
0.46,181,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0052
0.46,182,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0052
0.46,183,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0052
0.46,184,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0053
0.46,185,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0053
0.46,186,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0053
0.46,187,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0053
0.46,188,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0054
0.46,189,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0054
0.46,190,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0054
0.46,191,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0055
0.46,192,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0055
0.46,193,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0055
0.46,194,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0055
0.46,195,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0056
0.46,196,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0056
0.46,197,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0056
0.46,198,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0057
0.46,199,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0057
0.46,200,1,"Single upper tail","Moderate/high penalty","[-1.54, ∞)",-10,10,-112.8604,0.0057
0.47,2,1,"Single upper tail","Moderate/high penalty","[-0.77, ∞)",-10,10,-125.7319,1e-04
0.47,3,1,"Single upper tail","Moderate/high penalty","[-1.08, ∞)",-10,10,-125.7319,1e-04
0.47,4,1,"Single upper tail","Moderate/high penalty","[-1.20, ∞)",-10,10,-125.7319,1e-04
0.47,5,1,"Single upper tail","Moderate/high penalty","[-1.27, ∞)",-10,10,-125.7319,1e-04
0.47,6,1,"Single upper tail","Moderate/high penalty","[-1.31, ∞)",-10,10,-125.7319,2e-04
0.47,7,1,"Single upper tail","Moderate/high penalty","[-1.33, ∞)",-10,10,-125.7318,2e-04
0.47,8,1,"Single upper tail","Moderate/high penalty","[-1.35, ∞)",-10,10,-125.7318,2e-04
0.47,9,1,"Single upper tail","Moderate/high penalty","[-1.37, ∞)",-10,10,-125.7318,3e-04
0.47,10,1,"Single upper tail","Moderate/high penalty","[-1.38, ∞)",-10,10,-125.7318,3e-04
0.47,11,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-125.7318,3e-04
0.47,12,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-125.7318,3e-04
0.47,13,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-125.7318,4e-04
0.47,14,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-125.7318,4e-04
0.47,15,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-125.7318,4e-04
0.47,16,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-125.7318,5e-04
0.47,17,1,"Single upper tail","Moderate/high penalty","[-1.43, ∞)",-10,10,-125.7318,5e-04
0.47,18,1,"Single upper tail","Moderate/high penalty","[-1.43, ∞)",-10,10,-125.7318,5e-04
0.47,19,1,"Single upper tail","Moderate/high penalty","[-1.43, ∞)",-10,10,-125.7318,5e-04
0.47,20,1,"Single upper tail","Moderate/high penalty","[-1.43, ∞)",-10,10,-125.7318,6e-04
0.47,21,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-125.7318,6e-04
0.47,22,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-125.7318,6e-04
0.47,23,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-125.7318,7e-04
0.47,24,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-125.7318,7e-04
0.47,25,1,"Single upper tail","Moderate/high penalty","[-1.44, ∞)",-10,10,-125.7318,7e-04
0.47,26,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,7e-04
0.47,27,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,8e-04
0.47,28,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,8e-04
0.47,29,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,8e-04
0.47,30,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,9e-04
0.47,31,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,9e-04
0.47,32,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,9e-04
0.47,33,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,9e-04
0.47,34,1,"Single upper tail","Moderate/high penalty","[-1.45, ∞)",-10,10,-125.7318,0.001
0.47,35,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.001
0.47,36,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.001
0.47,37,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0011
0.47,38,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0011
0.47,39,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0011
0.47,40,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0011
0.47,41,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0012
0.47,42,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0012
0.47,43,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0012
0.47,44,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0013
0.47,45,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0013
0.47,46,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0013
0.47,47,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0013
0.47,48,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0014
0.47,49,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0014
0.47,50,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0014
0.47,51,1,"Single upper tail","Moderate/high penalty","[-1.46, ∞)",-10,10,-125.7318,0.0015
0.47,52,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0015
0.47,53,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0015
0.47,54,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0015
0.47,55,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0016
0.47,56,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0016
0.47,57,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0016
0.47,58,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0017
0.47,59,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0017
0.47,60,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0017
0.47,61,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0017
0.47,62,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0018
0.47,63,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0018
0.47,64,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0018
0.47,65,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0019
0.47,66,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0019
0.47,67,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0019
0.47,68,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0019
